id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1413846577291038723,1413846577291038723,2021-07-10 13:04:26 UTC,2021-07-10,13:04:26,+0000,617885225,y_adolescence,夢みるアドレセンス(夢アド) | カワイイの公式™️,,最高の推し増しフェスありがとうございました！  セットリスト▼ 1. ROMANTIC SPCIAL 2. ファンタスティックパレード 3. おしえてシュレディンガー 4. ドレミ 5. メロンソーダ  明日はこちら▼ ICPフェスティバル2021 @ 1000 CLUB ライブ：10:47-11:07 特典会：11:50-13:00B  https://t.co/V3oyS36eY6  https://t.co/cJAIh0dWRU,ja,[],['https://yumeado.com/contents/427910'],['https://pbs.twimg.com/media/E5799v7VIAMbBH2.jpg'],0,6,29,[],[],https://twitter.com/Y_Adolescence/status/1413846577291038723,False,,1,https://pbs.twimg.com/media/E5799v7VIAMbBH2.jpg,,,,,,,[],,,,
1413702267430080514,1413702267430080514,2021-07-10 03:31:00 UTC,2021-07-10,03:31:00,+0000,617885225,y_adolescence,夢みるアドレセンス(夢アド) | カワイイの公式™️,,★★本日開催★★  横浜でお待ちしております！！！  「最高の推し増しフェス」 日時：7/10(土) @横浜ベイホール ライブ：15:15-15:40 特典会：16:40-17:40(C) 入場特典：お好きなメンバーの個別チェキ撮影 詳細： https://t.co/xDMtnk8m9Z  #夢アド  https://t.co/cJRkIDJ5Xy,ja,[],['http://yumeado.com/contents/434967'],"['https://pbs.twimg.com/media/E556tojVcAI3vEt.jpg', 'https://pbs.twimg.com/media/E556tokVgAI1ofs.jpg', 'https://pbs.twimg.com/media/E556tpMUYAQY6wc.jpg']",0,5,35,['夢アド'],[],https://twitter.com/Y_Adolescence/status/1413702267430080514,False,,1,https://pbs.twimg.com/media/E556tojVcAI3vEt.jpg,,,,,,,[],,,,
1413468148917956614,1413468148917956614,2021-07-09 12:00:42 UTC,2021-07-09,12:00:42,+0000,617885225,y_adolescence,夢みるアドレセンス(夢アド) | カワイイの公式™️,,★★明日開催★★  明日から9周年記念CP実施します！ 入場特典の内容もリニューアル✨ 明日もお待ちしております！  「最高の推し増しフェス」 日時：7/10(土) @横浜ベイホール ライブ：15:15-15:40 特典会：16:40-17:40(C) 入場特典：お好きなメンバーの個別チェキ撮影 詳細： https://t.co/L7fF2l2EtN  https://t.co/UKbHkg6GVB,ja,[],['https://yumeado.com/contents/434967'],"['https://pbs.twimg.com/media/E52lyGkUYAUmP5J.jpg', 'https://pbs.twimg.com/media/E52lyHgUUAM-WJg.jpg', 'https://pbs.twimg.com/media/E52lyIAVoAcTaCD.jpg']",0,7,23,[],[],https://twitter.com/Y_Adolescence/status/1413468148917956614,False,,1,https://pbs.twimg.com/media/E52lyGkUYAUmP5J.jpg,,,,,,,[],,,,
1413468119394263043,1413468119394263043,2021-07-09 12:00:35 UTC,2021-07-09,12:00:35,+0000,617885225,y_adolescence,夢みるアドレセンス(夢アド) | カワイイの公式™️,,★★お知らせ★★  この夏9周年を迎える #夢アド ですが9周年の感謝を込めてスペシャルキャンペーンを実施します！  7・8月に出演する対バンライブ限定で2ショット撮影券を¥900で販売致します✨  8/22(日)には室町三井ホールで9周年記念ライブの実施も決定してますのでぜひ特典会に遊びに来て下さい！  https://t.co/TRwLBsncin,ja,[],[],['https://pbs.twimg.com/media/E52lwiLUYAAraiG.jpg'],1,30,81,['夢アド'],[],https://twitter.com/Y_Adolescence/status/1413468119394263043,False,,1,https://pbs.twimg.com/media/E52lwiLUYAAraiG.jpg,,,,,,,[],,,,
1413468062410428418,1413468062410428418,2021-07-09 12:00:21 UTC,2021-07-09,12:00:21,+0000,617885225,y_adolescence,夢みるアドレセンス(夢アド) | カワイイの公式™️,,★★本日放送★★  本日25:35〜TOKYO MX「WONDER WHEEL」が放送されます！ ライブとトークの模様が放送となりますのでぜひチェックお願いします✨  TOKYO MX 1「WONDER WHEEL」 日程：7/9(金)25:35-26:05  PC、スマホで全国無料リアルタイム放送するTOKYO MXのアプリでも視聴可能です！  #夢アド📺  https://t.co/R0wz1QZ3Kw,ja,[],[],"['https://pbs.twimg.com/media/E52ltaPUcAkInYY.jpg', 'https://pbs.twimg.com/media/E52ltakUcAI6QCo.jpg']",1,12,36,['夢アド'],[],https://twitter.com/Y_Adolescence/status/1413468062410428418,False,,1,https://pbs.twimg.com/media/E52ltaPUcAkInYY.jpg,,,,,,,[],,,,
1413468034342158343,1413468034342158343,2021-07-09 12:00:15 UTC,2021-07-09,12:00:15,+0000,617885225,y_adolescence,夢みるアドレセンス(夢アド) | カワイイの公式™️,,★★出演情報★★  7/23(金祝)「スパドキフェスティバルVol.11」に #夢アド の出演が決定しました！  日程：7/23(金祝) 会場：有楽町オルタナティブシアター ライブ：12:52-13:17 特典会：終演後 入場特典：お好きなメンバーの個別チェキ撮影＋サイン 本日22時〜販売開始🎫  https://t.co/PQCPJEDKOJ  https://t.co/ys08RYFkI1,ja,[],['https://t.livepocket.jp/e/supadoki11'],['https://pbs.twimg.com/media/E52lrt7VEAc_q2G.jpg'],0,6,22,['夢アド'],[],https://twitter.com/Y_Adolescence/status/1413468034342158343,False,,1,https://pbs.twimg.com/media/E52lrt7VEAc_q2G.jpg,,,,,,,[],,,,
1413363995759693824,1413363995759693824,2021-07-09 05:06:50 UTC,2021-07-09,05:06:50,+0000,617885225,y_adolescence,夢みるアドレセンス(夢アド) | カワイイの公式™️,,★★本日放送★★  本日23:30から放送の「アイドルジェネレーション」に #鳴海寿莉亜 #白川蘭珠 #万里川かれん が出演させて頂きます！ ぜひチェックお願いします！！！  日程：7/9(金)23:30〜   こちらからご視聴頂けます▼  https://t.co/weBQl5WVnv  #夢アド #アイドルジェネレーション  https://t.co/K9sq2iv152,ja,[],['https://radiko.jp/share/?sid=RN1&t=20210709233000&noreload=1'],['https://pbs.twimg.com/media/E51HCyjVkAYLMjR.jpg'],0,8,49,"['鳴海寿莉亜', '白川蘭珠', '万里川かれん', '夢アド', 'アイドルジェネレーション']",[],https://twitter.com/Y_Adolescence/status/1413363995759693824,False,,1,https://pbs.twimg.com/media/E51HCyjVkAYLMjR.jpg,,,,,,,[],,,,
1413151101432438801,1413151101432438801,2021-07-08 15:00:52 UTC,2021-07-08,15:00:52,+0000,617885225,y_adolescence,夢みるアドレセンス(夢アド) | カワイイの公式™️,,夢みるアドレセンス姉妹ユニット YUMEAMDO CiTRON🍋(@YumeadoCiTRON)が本日より誕生🌟 本日9日より発売の女子小中学生向けのファッション誌Cuugal(@cuugal)💗にて紹介されています！ フレッシュな彼女たちの応援よろしくお願いします✨ #Cuugal  #夢アド #ゆ〜ろっぷ #夢アドC  https://t.co/9mOXxVeCt0  https://t.co/E6VGFuZ04o,ja,"[{'screen_name': 'yumeadocitron', 'name': 'yumeado🍋citron', 'id': '1413052046186487809'}, {'screen_name': 'cuugal', 'name': 'cuugal♡公式', 'id': '1148471838923603968'}]",['https://yumeado.jp/citron/'],['https://pbs.twimg.com/media/E5yFb4aUYAYKGd9.jpg'],0,42,118,"['cuugal', '夢アド', 'ゆ〜ろっぷ', '夢アドc']",[],https://twitter.com/Y_Adolescence/status/1413151101432438801,False,,1,https://pbs.twimg.com/media/E5yFb4aUYAYKGd9.jpg,,,,,,,[],,,,
1413119979113697282,1413119979113697282,2021-07-08 12:57:12 UTC,2021-07-08,12:57:12,+0000,617885225,y_adolescence,夢みるアドレセンス(夢アド) | カワイイの公式™️,,#山下彩耶 出演「アイドルクリエイターズスキル（#2）」今月もありがとうございました！  次回は8/12(木)予定です✨ テーマを変えてお送りする予定とのこと👀 来月もお楽しみに！！！  #夢アド  https://t.co/STkOJMAdQf,ja,[],[],['https://pbs.twimg.com/media/E5xpIIFVIAEeTVR.jpg'],0,11,53,"['山下彩耶', '夢アド']",[],https://twitter.com/Y_Adolescence/status/1413119979113697282,False,,1,https://pbs.twimg.com/media/E5xpIIFVIAEeTVR.jpg,,,,,,,[],,,,
1413110369237667842,1413110369237667842,2021-07-08 12:19:01 UTC,2021-07-08,12:19:01,+0000,617885225,y_adolescence,夢みるアドレセンス(夢アド) | カワイイの公式™️,,★★YouTube更新★★  昨日一足先にメンバーシップで公開された動画が公開されました！ メンバーが科学実験に挑戦！ 今回はわさびにまつわる企画です✨  山口はのん、白川蘭珠、日比谷聖來の3名の 可愛いリアクションと一緒に楽しんで下さい！ 実際に実験もしてみて下さい😆   https://t.co/M8YVAiw9Ys  https://t.co/qefxsNI8SF,ja,[],['https://www.youtube.com/watch?v=866_x63CHUo'],['https://pbs.twimg.com/media/E5xgYlQVcAMiA6Q.jpg'],0,9,46,[],[],https://twitter.com/Y_Adolescence/status/1413110369237667842,False,,1,https://pbs.twimg.com/media/E5xgYlQVcAMiA6Q.jpg,,,,,,,[],,,,
1413082548654071811,1413082548654071811,2021-07-08 10:28:28 UTC,2021-07-08,10:28:28,+0000,617885225,y_adolescence,夢みるアドレセンス(夢アド) | カワイイの公式™️,,番組はこちらからご視聴下さい▼  https://t.co/weBQl5WVnv  #アイドルジェネレーション #夢アド,ja,[],['https://radiko.jp/share/?sid=RN1&t=20210709233000&noreload=1'],[],0,9,30,"['アイドルジェネレーション', '夢アド']",[],https://twitter.com/Y_Adolescence/status/1413082548654071811,False,https://twitter.com/Y_Adolescence/status/1413015062692843529,0,,,,,,,,[],,,,
