id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1040173703466602497,1040173703466602497,2018-09-13 09:41:51 UTC,2018-09-13,09:41:51,+0000,898472676502552577,marmalade_movie,映画『ママレード・ボーイ』公式,,✨好評発売中のブルーレイ📀プレミアム・エディションのパッケージを公開❗️ 🌟特製のケースやポストカード📕24Pのブックレットなど豪華な仕様になっています👍特典ディスクには未公開シーンを含む約196分の映像も❗️ 『#ママレードボーイ』ブルーレイ&amp;DVD好評発売中  https://t.co/91ZXlUhEIP  https://t.co/8EQMJokGwk,ja,[],['http://wwws.warnerbros.co.jp/marmaladeboy/home_entertainment/'],[],3,171,1541,['ママレードボーイ'],[],https://twitter.com/marmalade_movie/status/1040173703466602497,False,,1,https://pbs.twimg.com/ext_tw_video_thumb/1040172618265985024/pu/img/cAb2M7loyAywT-tg.jpg,,,,,,,[],,,,
1039671917643366400,1039671917643366400,2018-09-12 00:27:55 UTC,2018-09-12,00:27:55,+0000,898472676502552577,marmalade_movie,映画『ママレード・ボーイ』公式,,🎉✨🎉✨🎉✨🎉✨ 🍊💗本日リリース💗🍊 🎉✨🎉✨🎉✨🎉✨  苦くて甘い気持ちを思い出す…💭💭 大人の人も、学生の人も、本気の恋をしている人も、片思いしている人も、みんなでキュンキュンしましょう😍✨お楽しみ下さい💗  『#ママレードボーイ』ブルーレイ&amp;DVD好評発売中  https://t.co/91ZXlUhEIP  https://t.co/VO9yKTwHkk,ja,[],['http://wwws.warnerbros.co.jp/marmaladeboy/home_entertainment/'],['https://pbs.twimg.com/tweet_video_thumb/Dm2oA8gVAAA_ojT.jpg'],7,234,1571,['ママレードボーイ'],[],https://twitter.com/marmalade_movie/status/1039671917643366400,False,,1,https://pbs.twimg.com/tweet_video_thumb/Dm2oA8gVAAA_ojT.jpg,,,,,,,[],,,,
1039319094875439104,1039319094875439104,2018-09-11 01:05:56 UTC,2018-09-11,01:05:56,+0000,898472676502552577,marmalade_movie,映画『ママレード・ボーイ』公式,,✨明日リリース🍊✨  『#ママレードボーイ』9.12ブルーレイ&amp;DVDリリース/デジタル先行配信中  https://t.co/91ZXlUhEIP  ＼💗お楽しみに💗／  https://t.co/6OOyTe2D0O,ja,[],['http://wwws.warnerbros.co.jp/marmaladeboy/home_entertainment/'],['https://pbs.twimg.com/tweet_video_thumb/DmxnD08UYAIUywY.jpg'],1,71,664,['ママレードボーイ'],[],https://twitter.com/marmalade_movie/status/1039319094875439104,False,,1,https://pbs.twimg.com/tweet_video_thumb/DmxnD08UYAIUywY.jpg,,,,,,,[],,,,
1038947513254916097,1038947513254916097,2018-09-10 00:29:24 UTC,2018-09-10,00:29:24,+0000,898472676502552577,marmalade_movie,映画『ママレード・ボーイ』公式,,✨✌あと2日🍊🍊✨ もうすぐ、光希と遊に会えますね😍💗  『#ママレードボーイ』9.12ブルーレイ&amp;DVDリリース/デジタル先行配信中  https://t.co/91ZXlUhEIP  https://t.co/fhrKrnzdLY,ja,[],['http://wwws.warnerbros.co.jp/marmaladeboy/home_entertainment/'],['https://pbs.twimg.com/tweet_video_thumb/DmsVMvIUwAACeTI.jpg'],7,185,1626,['ママレードボーイ'],[],https://twitter.com/marmalade_movie/status/1038947513254916097,False,,1,https://pbs.twimg.com/tweet_video_thumb/DmsVMvIUwAACeTI.jpg,,,,,,,[],,,,
1037129257682489345,1037129257682489345,2018-09-05 00:04:18 UTC,2018-09-05,00:04:18,+0000,898472676502552577,marmalade_movie,映画『ママレード・ボーイ』公式,,🍊リリースまであと1週間☝✨  いよいよカウントダウンがスタートですよ😍🎉 みなさん💗キュンキュン💗する準備はできていますか❓  『#ママレードボーイ』9.12ブルーレイ&amp;DVDリリース/デジタル先行配信中  https://t.co/91ZXlUhEIP  https://t.co/VGjl7Ban4r,ja,[],['http://wwws.warnerbros.co.jp/marmaladeboy/home_entertainment/'],['https://pbs.twimg.com/media/DmSfV4pUcAAJ6I4.jpg'],2,79,812,['ママレードボーイ'],[],https://twitter.com/marmalade_movie/status/1037129257682489345,False,,1,https://pbs.twimg.com/media/DmSfV4pUcAAJ6I4.jpg,,,,,,,[],,,,
1036774399557300226,1036774399557300226,2018-09-04 00:34:13 UTC,2018-09-04,00:34:13,+0000,898472676502552577,marmalade_movie,映画『ママレード・ボーイ』公式,,🍊見どころ👀💗 ✨食事のシーン✨ 本作では食事のシーンが数多く登場😍🌟「食事」がキーワードとなっていて、青春ラブストーリーの中に大人を登場させる上でこだわった点でもありますよ👏  『#ママレードボーイ』9.12ブルーレイ&amp;DVDリリース/デジタル先行配信中  https://t.co/91ZXlUhEIP  https://t.co/rq2vaK14mH,ja,[],['http://wwws.warnerbros.co.jp/marmaladeboy/home_entertainment/'],['https://pbs.twimg.com/tweet_video_thumb/DmNcQkcV4AADAGP.jpg'],2,86,788,['ママレードボーイ'],[],https://twitter.com/marmalade_movie/status/1036774399557300226,False,,1,https://pbs.twimg.com/tweet_video_thumb/DmNcQkcV4AADAGP.jpg,,,,,,,[],,,,
1036407382044078080,1036407382044078080,2018-09-03 00:15:50 UTC,2018-09-03,00:15:50,+0000,898472676502552577,marmalade_movie,映画『ママレード・ボーイ』公式,,🍊学校の保健室🏫でキス💏したことがある人🙋‍♀️❓   『#ママレードボーイ』9.12ブルーレイ&amp;DVDリリース/デジタル先行配信中  https://t.co/ciiT3SiSLj,ja,[],['http://wwws.warnerbros.co.jp/marmaladeboy/home_entertainment'],[],0,28,286,['ママレードボーイ'],[],https://twitter.com/marmalade_movie/status/1036407382044078080,False,,0,,,,,,,,[],,,,
1035473746335657984,1035473746335657984,2018-08-31 10:25:53 UTC,2018-08-31,10:25:53,+0000,898472676502552577,marmalade_movie,映画『ママレード・ボーイ』公式,,🍊1週間お疲れさまでした😍👏  『#ママレードボーイ』9.12ブルーレイ&amp;DVDリリース/デジタル先行配信中  https://t.co/91ZXlUhEIP  https://t.co/OlFAfYQ54R,ja,[],['http://wwws.warnerbros.co.jp/marmaladeboy/home_entertainment/'],['https://pbs.twimg.com/media/Dl69uo8UUAAoYld.jpg'],0,34,469,['ママレードボーイ'],[],https://twitter.com/marmalade_movie/status/1035473746335657984,False,,1,https://pbs.twimg.com/media/Dl69uo8UUAAoYld.jpg,,,,,,,[],,,,
1034963022312165376,1034963022312165376,2018-08-30 00:36:27 UTC,2018-08-30,00:36:27,+0000,898472676502552577,marmalade_movie,映画『ママレード・ボーイ』公式,,🍊#ハッピーサンシャインデー😁✨ 太陽のような笑顔の人の日。笑顔が眩しいっ☀😎   『#ママレードボーイ』9.12ブルーレイ&amp;DVDリリース/デジタル先行配信中  https://t.co/91ZXlUhEIP  https://t.co/mY8e8TdXaC,ja,[],['http://wwws.warnerbros.co.jp/marmaladeboy/home_entertainment/'],['https://pbs.twimg.com/media/DlztNawU4AAh1HC.jpg'],1,24,396,"['ハッピーサンシャインデー', 'ママレードボーイ']",[],https://twitter.com/marmalade_movie/status/1034963022312165376,False,,1,https://pbs.twimg.com/media/DlztNawU4AAh1HC.jpg,,,,,,,[],,,,
1034595606637858817,1034595606637858817,2018-08-29 00:16:29 UTC,2018-08-29,00:16:29,+0000,898472676502552577,marmalade_movie,映画『ママレード・ボーイ』公式,,🍊遊役 #吉沢亮 さんインタビュー😍🌟  ✨廣木監督の印象✨  🙎‍♂️📣「すごい監督だなって思いました。距離感が絶妙で、すごくよく話すわけではないんですけど、気づいたら心を開いている。」  『#ママレードボーイ』9.12ブルーレイ&amp;DVDリリース/デジタル先行配信中  https://t.co/91ZXlUhEIP  https://t.co/lNQvTasMEB,ja,[],['http://wwws.warnerbros.co.jp/marmaladeboy/home_entertainment/'],['https://pbs.twimg.com/media/DlufMkSU0AENxQB.jpg'],2,118,1182,"['吉沢亮', 'ママレードボーイ']",[],https://twitter.com/marmalade_movie/status/1034595606637858817,False,,1,https://pbs.twimg.com/media/DlufMkSU0AENxQB.jpg,,,,,,,[],,,,
1033870323681189888,1033870323681189888,2018-08-27 00:14:28 UTC,2018-08-27,00:14:28,+0000,898472676502552577,marmalade_movie,映画『ママレード・ボーイ』公式,,🍊光希役 #桜井日奈子 さんインタビュー😍🌟  ✨廣木監督の印象✨  🙍‍♀️📣「最初は怖かったです。ですが、お話しする機会をいただいた時、愛情深い方だと感じて、監督が大好きになりました。」  『#ママレードボーイ』9.12ブルーレイ&amp;DVDリリース/デジタル先行配信中  https://t.co/91ZXlUhEIP  https://t.co/BLIU6zDX6W,ja,[],['http://wwws.warnerbros.co.jp/marmaladeboy/home_entertainment/'],['https://pbs.twimg.com/media/DlkK7VYUUAAlnvv.jpg'],1,92,1169,"['桜井日奈子', 'ママレードボーイ']",[],https://twitter.com/marmalade_movie/status/1033870323681189888,False,,1,https://pbs.twimg.com/media/DlkK7VYUUAAlnvv.jpg,,,,,,,[],,,,
