id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
939805055661654016,939805055661654016,2017-12-10 10:32:40 UTC,2017-12-10,10:32:40,+0000,1192485799,madan_anime,『魔弾の王と戦姫』公式ツイッター,,『魔弾の王と戦姫&lt;ヴァナディース&gt;　片桐雛太画集』 堂々完結の18巻とともに片桐先生の画集が好評発売中です！！ 描き下ろしイラストや、川口先生書き下ろしの後日譚など是非本編とあわせてご堪能ください！ ⇒ https://t.co/ccKtRy9tp9  https://t.co/H5xEyab8HE,ja,[],['http://bc.mediafactory.jp/bunkoj/madan/'],"['https://pbs.twimg.com/media/DQrbseDUQAAHNTR.jpg', 'https://pbs.twimg.com/media/DQrbtXJUQAA3kAM.jpg']",0,18,52,[],[],https://twitter.com/madan_anime/status/939805055661654016,False,,1,https://pbs.twimg.com/media/DQrbseDUQAAHNTR.jpg,,,,,,,[],,,,
939440688336211968,939440688336211968,2017-12-09 10:24:48 UTC,2017-12-09,10:24:48,+0000,1192485799,madan_anime,『魔弾の王と戦姫』公式ツイッター,,『魔弾の王と戦姫&lt;ヴァナディース&gt;』最終18巻が絶賛発売中です！ 堂々の完結に多くの反響をいただき注目度も上がっております！！ まだお読みになっていない方、是非この結末をその目でご覧ください！ ⇒ https://t.co/ccKtRy9tp9  https://t.co/VhSQgab1gj,ja,[],['http://bc.mediafactory.jp/bunkoj/madan/'],"['https://pbs.twimg.com/media/DQmQR_tVwAAPzrI.jpg', 'https://pbs.twimg.com/media/DQmQUd1UQAAZQfG.jpg']",1,34,57,[],[],https://twitter.com/madan_anime/status/939440688336211968,False,,1,https://pbs.twimg.com/media/DQmQR_tVwAAPzrI.jpg,,,,,,,[],,,,
939068305637175297,939068305637175297,2017-12-08 09:45:05 UTC,2017-12-08,09:45:05,+0000,1192485799,madan_anime,『魔弾の王と戦姫』公式ツイッター,,『魔弾の王と戦姫&lt;ヴァナディース&gt;　片桐雛太画集』が完結18巻とともに好評発売中です！！ 本編を読み終えた方はこちらに収録の後日譚もおススメです！ 片桐先生の美麗なイラストと一緒にお楽しみください！ ⇒ https://t.co/ccKtRy9tp9  https://t.co/7mB9o7e4si,ja,[],['http://bc.mediafactory.jp/bunkoj/madan/'],"['https://pbs.twimg.com/media/DQg9lbbVwAAWwLW.jpg', 'https://pbs.twimg.com/media/DQg9nAFU8AAyARa.jpg']",0,19,49,[],[],https://twitter.com/madan_anime/status/939068305637175297,False,,1,https://pbs.twimg.com/media/DQg9lbbVwAAWwLW.jpg,,,,,,,[],,,,
938724490200080384,938724490200080384,2017-12-07 10:58:53 UTC,2017-12-07,10:58:53,+0000,1192485799,madan_anime,『魔弾の王と戦姫』公式ツイッター,,MF文庫Jより『魔弾の王と戦姫&lt;ヴァナディース&gt;』最終18巻が絶賛発売中です！ 好評の声を多数いただいており、最終決戦の行く末に注目が集まっております！ シリーズ未読の方もぜひこの機会にまとめ読みしてみてください！！ ⇒ https://t.co/ccKtRy9tp9  https://t.co/CxC3rSdwGi,ja,[],['http://bc.mediafactory.jp/bunkoj/madan/'],"['https://pbs.twimg.com/media/DQcE5X_VwAAlk_h.jpg', 'https://pbs.twimg.com/media/DQcE7PHVoAA0yFM.jpg']",0,35,56,[],[],https://twitter.com/madan_anime/status/938724490200080384,False,,1,https://pbs.twimg.com/media/DQcE5X_VwAAlk_h.jpg,,,,,,,[],,,,
938345758176165888,938345758176165888,2017-12-06 09:53:57 UTC,2017-12-06,09:53:57,+0000,1192485799,madan_anime,『魔弾の王と戦姫』公式ツイッター,,『魔弾の王と戦姫&lt;ヴァナディース&gt;　片桐雛太画集』が完結18巻とともに好評発売中です！！ 描き下ろしイラストなど他では見れないお宝イラスト満載！ さらに川口先生書き下ろしの本編後日譚も収録！　ぜひ本編と共にお楽しみください！！ ⇒ https://t.co/ccKtRy9tp9  https://t.co/MWcnof80Az,ja,[],['http://bc.mediafactory.jp/bunkoj/madan/'],"['https://pbs.twimg.com/media/DQWsbvEVAAA1t3g.jpg', 'https://pbs.twimg.com/media/DQWsej4V4AA0FpM.jpg']",0,31,46,[],[],https://twitter.com/madan_anime/status/938345758176165888,False,,1,https://pbs.twimg.com/media/DQWsbvEVAAA1t3g.jpg,,,,,,,[],,,,
937992796929015814,937992796929015814,2017-12-05 10:31:24 UTC,2017-12-05,10:31:24,+0000,1192485799,madan_anime,『魔弾の王と戦姫』公式ツイッター,,『魔弾の王と戦姫&lt;ヴァナディース&gt;』最終18巻がMF文庫Jより好評発売中です！ おかげさまで読書メーターさんの週間ランク一位を獲得！！ 最終決戦の行く末に注目が集まっております！　未読の方はぜひご一読ください！！ ⇒ https://t.co/ccKtRy9tp9  https://t.co/HPgom3vQ01,ja,[],['http://bc.mediafactory.jp/bunkoj/madan/'],"['https://pbs.twimg.com/media/DQRraMtU8AAKgrl.jpg', 'https://pbs.twimg.com/media/DQRrcjmVAAApU8p.jpg']",0,35,51,[],[],https://twitter.com/madan_anime/status/937992796929015814,False,,1,https://pbs.twimg.com/media/DQRraMtU8AAKgrl.jpg,,,,,,,[],,,,
937619470717030400,937619470717030400,2017-12-04 09:47:56 UTC,2017-12-04,09:47:56,+0000,1192485799,madan_anime,『魔弾の王と戦姫』公式ツイッター,,『魔弾の王と戦姫&lt;ヴァナディース&gt;　片桐雛太画集』が堂々完結の18巻とともに好評発売中です！！ 描き下ろしイラストなどお宝イラスト満載！ 川口先生書き下ろしの本編後日譚も収録で豪華な内容！　ぜひぜひ併せてお求めください！！ ⇒ https://t.co/ccKtRy9tp9  https://t.co/XAJlaBWU0C,ja,[],['http://bc.mediafactory.jp/bunkoj/madan/'],"['https://pbs.twimg.com/media/DQMX5SnUIAAUK_4.jpg', 'https://pbs.twimg.com/media/DQMX6InU8AAM6Ch.jpg']",0,40,81,[],[],https://twitter.com/madan_anime/status/937619470717030400,False,,1,https://pbs.twimg.com/media/DQMX5SnUIAAUK_4.jpg,,,,,,,[],,,,
937255919359901696,937255919359901696,2017-12-03 09:43:19 UTC,2017-12-03,09:43:19,+0000,1192485799,madan_anime,『魔弾の王と戦姫』公式ツイッター,,『魔弾の王と戦姫&lt;ヴァナディース&gt;』本編完結の18巻がMF文庫Jより発売中！ 辺境の小貴族からはじまったティグルの王へと至る道のりも遂に決着！！ 未読の方もぜひこの機会にまとめて読んでみてはいかがでしょうか？ コチラ⇒ https://t.co/ccKtRy9tp9  https://t.co/7ObtYzIGq3,ja,[],['http://bc.mediafactory.jp/bunkoj/madan/'],"['https://pbs.twimg.com/media/DQHNOpRVoAAi7L-.jpg', 'https://pbs.twimg.com/media/DQHNR6vU8AAEKjp.jpg']",0,32,56,[],[],https://twitter.com/madan_anime/status/937255919359901696,False,,1,https://pbs.twimg.com/media/DQHNOpRVoAAi7L-.jpg,,,,,,,[],,,,
936903789176545281,936903789176545281,2017-12-02 10:24:04 UTC,2017-12-02,10:24:04,+0000,1192485799,madan_anime,『魔弾の王と戦姫』公式ツイッター,,『魔弾の王と戦姫&lt;ヴァナディース&gt;　片桐雛太画集』が好評発売中！ 片桐先生描き下ろしなど他では目にできない美麗なイラスト満載！ 本編の後日譚も収録なので、ぜひ同時発売の18巻とともにお楽しみください！ ⇒ https://t.co/ccKtRy9tp9  https://t.co/rZBql1XlPX,ja,[],['http://bc.mediafactory.jp/bunkoj/madan/'],"['https://pbs.twimg.com/media/DQCNAOVVAAELu8Y.jpg', 'https://pbs.twimg.com/media/DQCNBaMVAAAHGNv.jpg']",0,33,54,[],[],https://twitter.com/madan_anime/status/936903789176545281,False,,1,https://pbs.twimg.com/media/DQCNAOVVAAELu8Y.jpg,,,,,,,[],,,,
936532485424287745,936532485424287745,2017-12-01 09:48:39 UTC,2017-12-01,09:48:39,+0000,1192485799,madan_anime,『魔弾の王と戦姫』公式ツイッター,,『魔弾の王と戦姫&lt;ヴァナディース&gt;』最終18巻がMF文庫Jより好評発売中です！ ついに大団円をむかえるこの結末は見逃せません！！ 同時発売の画集に収録されている本編の後日譚と併せてお楽しみください！ ⇒ https://t.co/ccKtRy9tp9  https://t.co/VIZD5SMnsJ,ja,[],['http://bc.mediafactory.jp/bunkoj/madan/'],"['https://pbs.twimg.com/media/DP87QnrU8AA93Tt.jpg', 'https://pbs.twimg.com/media/DP87TOOVwAEKTrn.jpg']",0,31,47,[],[],https://twitter.com/madan_anime/status/936532485424287745,False,,1,https://pbs.twimg.com/media/DP87QnrU8AA93Tt.jpg,,,,,,,[],,,,
