id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1413826576421068802,1413826576421068802,2021-07-10 11:44:58 UTC,2021-07-10,11:44:58,+0000,728345922,matsu_higedan,ちゃんまつ |松浦匡希,,リメンバーミー🕯🥺🕯,ja,[],[],[],52,63,476,[],[],https://twitter.com/matsu_higedan/status/1413826576421068802,False,https://twitter.com/fm802_pr/status/1413024818874654724,0,,,,,,,,[],,,,
1413812083557236737,1413812083557236737,2021-07-10 10:47:22 UTC,2021-07-10,10:47:22,+0000,728345922,matsu_higedan,ちゃんまつ |松浦匡希,,間も無く！！,ja,[],[],[],145,154,1604,[],[],https://twitter.com/matsu_higedan/status/1413812083557236737,False,https://twitter.com/officialhige/status/1413785245443256322,0,,,,,,,,[],,,,
1413432594515910657,1413432594515910657,2021-07-09 09:39:25 UTC,2021-07-09,09:39:25,+0000,728345922,matsu_higedan,ちゃんまつ |松浦匡希,,さとっちゃんと共作で初の作詞曲やりました🙌 各々の色が滲み出た一枚になってます。バンドって最高だなって思えるような制作期間だった…,ja,[],[],[],238,420,4539,[],[],https://twitter.com/matsu_higedan/status/1413432594515910657,False,https://twitter.com/officialhige/status/1413422810085552134,0,,,,,,,,[],,,,
1413419135678119937,1413419135678119937,2021-07-09 08:45:56 UTC,2021-07-09,08:45:56,+0000,728345922,matsu_higedan,ちゃんまつ |松浦匡希,,あの日の興奮をまた味わえる！！ ぜひ僕らの熱を観て、聴いて感じて欲しいです。 おそらく配信の途中になるけど21時からのランジャムはオーディオコメンタリー的な久しぶりの有観客ライブをして演奏中感じてたことも話せれたらなと思ってます🔥,ja,[],[],[],151,226,2832,[],[],https://twitter.com/matsu_higedan/status/1413419135678119937,False,https://twitter.com/officialhige/status/1413061818763812867,0,,,,,,,,[],,,,
1411295034578595848,1411295034578595848,2021-07-03 12:05:31 UTC,2021-07-03,12:05:31,+0000,728345922,matsu_higedan,ちゃんまつ |松浦匡希,,22時台に出ます🔥 よろしく！！ #MUSICDAY,ja,[],[],[],234,325,3814,['musicday'],[],https://twitter.com/matsu_higedan/status/1411295034578595848,False,https://twitter.com/musicday_ntv/status/1411169404625186816,0,,,,,,,,[],,,,
1408051085239980042,1408051085239980042,2021-06-24 13:15:13 UTC,2021-06-24,13:15:13,+0000,728345922,matsu_higedan,ちゃんまつ |松浦匡希,,ぴあアリーナMM２日目昼公演、夜公演共に終演しました！ とにかく感慨深かった… この最高な空間で一緒に音楽を分かち合えた皆さんに感謝です。 そして情報解禁された新しいアルバムEditorial、最高よ… リリースまでしばしお待ちを！！！,ja,[],[],[],302,575,6947,[],[],https://twitter.com/matsu_higedan/status/1408051085239980042,False,,0,,,,,,,,[],,,,
1407709257307332608,1407709257307332608,2021-06-23 14:36:55 UTC,2021-06-23,14:36:55,+0000,728345922,matsu_higedan,ちゃんまつ |松浦匡希,,ぴあアリーナMM初日ありがとうございました🙌 待ちに待った分ライブはあっという間に終わってしまったけど本当に楽しかったな… 明日も全力で行きます！！就寝！！,ja,[],[],[],284,491,6523,[],[],https://twitter.com/matsu_higedan/status/1407709257307332608,False,,0,,,,,,,,[],,,,
1404471557288648705,1404471557288648705,2021-06-14 16:11:27 UTC,2021-06-14,16:11:27,+0000,728345922,matsu_higedan,ちゃんまつ |松浦匡希,,いつも楽しく拝見しております。 この件につきましてはベース楢﨑と共にとてもおいしかったねと話し喜んでいます。 またぜひ番組に呼んでください🙌,ja,[],[],[],127,584,6018,[],[],https://twitter.com/matsu_higedan/status/1404471557288648705,False,https://twitter.com/kanjam_tvasahi/status/1404370735657721857,0,,,,,,,,[],,,,
1403756521725431808,1403756521725431808,2021-06-12 16:50:09 UTC,2021-06-12,16:50:09,+0000,728345922,matsu_higedan,ちゃんまつ |松浦匡希,,オチケンさんからの置き手紙に胸キュン… エンディングでは高樹リサさんの神フォローもありあっという間の楽しい１時間を過ごさせていただきました！！ 聴いてくれた皆さん本当にありがとうございました🙌🙌 ステッカーお楽しみに😎🔥,ja,[],[],[],78,144,2210,[],[],https://twitter.com/matsu_higedan/status/1403756521725431808,False,https://twitter.com/FM802_PR/status/1403717483521921029,0,,,,,,,,[],,,,
1403680812243906565,1403680812243906565,2021-06-12 11:49:19 UTC,2021-06-12,11:49:19,+0000,728345922,matsu_higedan,ちゃんまつ |松浦匡希,,今週もよろしくです🙌,ja,[],[],[],104,127,1848,[],[],https://twitter.com/matsu_higedan/status/1403680812243906565,False,https://twitter.com/FM802_PR/status/1403562707459137542,0,,,,,,,,[],,,,
