id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1413700380085522437,1413647944654278658,2021-07-10 03:23:30 UTC,2021-07-10,03:23:30,+0000,481204938,nog_ak,野木亜紀子:||+1.01,,チケット購入こちら  https://t.co/REydXra1uc,ja,[],['https://eplus.jp/sf/detail/3437460001'],[],1,17,105,[],[],https://twitter.com/nog_ak/status/1413700380085522437,False,,0,,,,,,,,[],,,,
1413647944654278658,1413647944654278658,2021-07-09 23:55:08 UTC,2021-07-09,23:55:08,+0000,481204938,nog_ak,野木亜紀子:||+1.01,,NOKKOの配信ライブ。昨日のツイートなので今晩。NOKKOは熱海の隣の伊豆多賀在住らしい。土石流があった伊豆山とは熱海市内を挟んだ反対側。被害は伊豆山だけなので、熱海市内も伊豆多賀も無事だそうです。,ja,[],[],[],2,222,751,[],[],https://twitter.com/nog_ak/status/1413647944654278658,False,https://twitter.com/yukawareiko/status/1413488704774021122,0,,,,,,,,[],,,,
1413361367235502083,1413361367235502083,2021-07-09 04:56:23 UTC,2021-07-09,04:56:23,+0000,481204938,nog_ak,野木亜紀子:||+1.01,,絶対に祝いたい4機捜の面々 　VS 絶対に祝われたくない志摩  ファイッ！,ja,[],[],[],70,3669,15023,[],[],https://twitter.com/nog_ak/status/1413361367235502083,False,https://twitter.com/miu404_tbs/status/1413078250436268033,0,,,,,,,,[],,,,
1413336389060481030,1413336199175892999,2021-07-09 03:17:08 UTC,2021-07-09,03:17:08,+0000,481204938,nog_ak,野木亜紀子:||+1.01,,門外漢だけどおもしろそうですね！なんて引き受けたはいいが、存外大変だった。よい経験になりました。他の審査員の先生たちの講評を読むのも楽しみ。,ja,[],[],[],1,5,300,[],[],https://twitter.com/nog_ak/status/1413336389060481030,False,,0,,,,,,,,[],,,,
1413336199175892999,1413336199175892999,2021-07-09 03:16:23 UTC,2021-07-09,03:16:23,+0000,481204938,nog_ak,野木亜紀子:||+1.01,,スピリッツ最新号が一足早く届いた。審査員として参加した連載確約漫画賞の結果が載っていた。納得の結果だった。連載される日が楽しみ！  https://t.co/cLC2TPOaJI,ja,[],[],['https://pbs.twimg.com/media/E50tyE4VgAI0YEq.jpg'],2,19,567,[],[],https://twitter.com/nog_ak/status/1413336199175892999,False,,1,https://pbs.twimg.com/media/E50tyE4VgAI0YEq.jpg,,,,,,,[],,,,
1413316010359230470,1413305757433356289,2021-07-09 01:56:09 UTC,2021-07-09,01:56:09,+0000,481204938,nog_ak,野木亜紀子:||+1.01,,@taiyousunsansun 酔っ払ってコントロールきかないのはもう酒乱なので、そういう人は規制されようがされまいが飲みますよ。,ja,[],[],[],1,5,102,[],[],https://twitter.com/nog_ak/status/1413316010359230470,False,,0,,,,,,,,"[{'screen_name': 'taiyousunsansun', 'name': 'SN', 'id': '1376783396580458499'}]",,,,
1413308804486156288,1413308280672116736,2021-07-09 01:27:31 UTC,2021-07-09,01:27:31,+0000,481204938,nog_ak,野木亜紀子:||+1.01,,@ran_asahi 作品と思想の話は、あのツイート自体ではなくそれに付随する他のやりとりから派生したつぶやきでした。紛らわしくてすみません。,ja,[],[],[],1,0,3,[],[],https://twitter.com/nog_ak/status/1413308804486156288,False,,0,,,,,,,,"[{'screen_name': 'ran_asahi', 'name': 'カワスミラン', 'id': '1346483137790894080'}]",,,,
1413305775875784706,1413305757433356289,2021-07-09 01:15:29 UTC,2021-07-09,01:15:29,+0000,481204938,nog_ak,野木亜紀子:||+1.01,,やるならやるで、感染対策含め「五輪だけは何でもOKフリーパス」なんてことはせず一貫性をもってあたってほしい。そして後々検証できるようにしてほしい。海苔弁出して済ませようってのは勘弁。日本は民主主義の国なので。,ja,[],[],[],9,458,2714,[],[],https://twitter.com/nog_ak/status/1413305775875784706,False,,0,,,,,,,,[],,,,
1413305771320774656,1413305757433356289,2021-07-09 01:15:28 UTC,2021-07-09,01:15:28,+0000,481204938,nog_ak,野木亜紀子:||+1.01,,もともと「五輪までにワクチン接種が済むから大丈夫」という話が、いつの間にか消えてしまった。「五輪史上最もお金のかからないエコ五輪」という話も消えた（延期でかかったお金とは別に、予算が何倍にも膨れ上がっていた）。アンダーコントロール？復興五輪？どれも有耶無耶……,ja,[],[],[],5,612,2786,[],[],https://twitter.com/nog_ak/status/1413305771320774656,False,,0,,,,,,,,[],,,,
1413305761690648576,1413305757433356289,2021-07-09 01:15:26 UTC,2021-07-09,01:15:26,+0000,481204938,nog_ak,野木亜紀子:||+1.01,,五輪前に緊急事態宣言はまずいと、まん防を設定し、結局また元に戻す。毎度三日前の週末に発令。飲食店さんは、翌週の予約も仕入れも無駄になるし、どうしていつも、せめて一週間前に言ってくれと嘆いている。ようやくまた営業はじめたところも多かった。ずっと五輪中心で、五輪に振り回されている。,ja,[],[],[],2,412,1612,[],[],https://twitter.com/nog_ak/status/1413305761690648576,False,,0,,,,,,,,[],,,,
1413305757433356289,1413305757433356289,2021-07-09 01:15:25 UTC,2021-07-09,01:15:25,+0000,481204938,nog_ak,野木亜紀子:||+1.01,,複数名で集まっての会話やマスクなしの呼気で感染率が上がるという話なので、飲むものがお茶だろうがお酒だろうが昼だろうが夜だろうが、本来関係ないんだけどね。昨今は飲酒90分2人まで19時までという謎ルールまで設けていた。その検証もないまま酒そのものを規制。行き当たりばったりで、雑だわ。,ja,[],[],[],14,1303,6119,[],[],https://twitter.com/nog_ak/status/1413305757433356289,False,,0,,,,,,,,[],,,,
1413110146461409282,1413097055610826753,2021-07-08 12:18:07 UTC,2021-07-08,12:18:07,+0000,481204938,nog_ak,野木亜紀子:||+1.01,,@MiCMz7mMPHvx9xt ごめんなさい、どこの業界の方かはわかりませんが、私が批判することがあるとすればトップの人間のことであり、その下で働いている人たちのことではありません。悲しい気持ちにさせて申し訳ない。どうすればみんなが幸せになれるのかについて考えたいです。,ja,[],[],[],0,2,13,[],[],https://twitter.com/nog_ak/status/1413110146461409282,False,,0,,,,,,,,"[{'screen_name': 'MiCMz7mMPHvx9xt', 'name': '無', 'id': '1413092212422844424'}]",,,,
1413107913015521280,1413107913015521280,2021-07-08 12:09:15 UTC,2021-07-08,12:09:15,+0000,481204938,nog_ak,野木亜紀子:||+1.01,,作品と思想はどこまで分けられるのだろうか？分かれていることが望ましいというのは、日本という小さな世界の話ではないか？という気がしないでもなく、悩ましさはいつまでも続く。だいたい、思想なき作品なんてあるのか？なに作ったって思想はあるのでは。AIが作ってない限り。,ja,[],[],[],30,566,4888,[],[],https://twitter.com/nog_ak/status/1413107913015521280,False,,0,,,,,,,,[],,,,
1413106393301741580,1413106393301741580,2021-07-08 12:03:13 UTC,2021-07-08,12:03:13,+0000,481204938,nog_ak,野木亜紀子:||+1.01,,うーん、その意見は確かに。あそこにある五輪イズムが果たして今、まっとうされているのか？という問いかけの是非については、私の感想でしかないといえば、そうですね。無駄に作品を巻き込むなとも言える。,ja,[],[],[],5,66,828,[],[],https://twitter.com/nog_ak/status/1413106393301741580,False,https://twitter.com/7namichiko/status/1413103841587785730,0,,,,,,,,[],,,,
1413105380880621576,1413105380880621576,2021-07-08 11:59:11 UTC,2021-07-08,11:59:11,+0000,481204938,nog_ak,野木亜紀子:||+1.01,,脚本家を聖人君子だと思っていた皆さん、ごめんなさい。くそくらいは言います。むしろ日々くそしか言ってません。すみません今のは誇張でした。発話の1割以下くらいです。中堂の足下にも及びません。,ja,[],[],[],63,906,11924,[],[],https://twitter.com/nog_ak/status/1413105380880621576,False,,0,,,,,,,,[],,,,
1413098463168892936,1413097929213050886,2021-07-08 11:31:42 UTC,2021-07-08,11:31:42,+0000,481204938,nog_ak,野木亜紀子:||+1.01,,私は香港の現状についても同じ気持ちを抱いています。香港はもう、選挙で変えられるレベルではなくなってしまった。,ja,[],[],[],3,230,1592,[],[],https://twitter.com/nog_ak/status/1413098463168892936,False,,0,,,,,,,,[],,,,
1413097929213050886,1413097929213050886,2021-07-08 11:29:35 UTC,2021-07-08,11:29:35,+0000,481204938,nog_ak,野木亜紀子:||+1.01,,選挙に行こう！広めよう！しか有効性のある発言ができない。無力ですまない。,ja,[],[],[],4,423,2304,[],[],https://twitter.com/nog_ak/status/1413097929213050886,False,https://twitter.com/nog_ak/status/1413082887629402119,0,,,,,,,,[],,,,
1413095410134966272,1413077967886901248,2021-07-08 11:19:34 UTC,2021-07-08,11:19:34,+0000,481204938,nog_ak,野木亜紀子:||+1.01,,@hg1119 ふぁ？どの伏線？,ja,[],[],[],1,0,4,[],[],https://twitter.com/nog_ak/status/1413095410134966272,False,,0,,,,,,,,"[{'screen_name': 'hg1119', 'name': 'gunji', 'id': '609665405'}]",,,,
1413095100385689607,1413087702589657099,2021-07-08 11:18:20 UTC,2021-07-08,11:18:20,+0000,481204938,nog_ak,野木亜紀子:||+1.01,,@smgo_ndbt めちゃくそ落ち着いてるよｗ,ja,[],[],[],1,2,18,[],[],https://twitter.com/nog_ak/status/1413095100385689607,False,,0,,,,,,,,"[{'screen_name': 'smgo_ndbt', 'name': 'あど', 'id': '890206911622070272'}]",,,,
1413094475346313218,1413094475346313218,2021-07-08 11:15:51 UTC,2021-07-08,11:15:51,+0000,481204938,nog_ak,野木亜紀子:||+1.01,,笑ってしまった。ペッパーくんってになんでこう、無に合うんだろう。,ja,[],[],[],3,220,1620,[],[],https://twitter.com/nog_ak/status/1413094475346313218,False,https://twitter.com/twittaganer/status/1413089540084883457,0,,,,,,,,[],,,,
