id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
821013652610289671,821013652610289671,2017-01-16 15:18:03 UTC,2017-01-16,15:18:03,+0000,307648857,2jiiro_7star7,七星なな,,【アイドルマスター シンデレラガールズ】お嬢様＆お子ちゃまアイドル「櫻井桃華」がSSR［ローズフルール］の制服姿でフィギュア化！ | なな情報局  https://t.co/7pzmgi1WeL #2jiiro  https://t.co/ltrZnMWhWT,ja,[],['http://blog.2ji-iro.jp/archives/111354'],['https://pbs.twimg.com/media/C2TTkH_UsAEu-oB.jpg'],0,7,6,['2jiiro'],[],https://twitter.com/2jiiro_7star7/status/821013652610289671,False,,1,https://pbs.twimg.com/media/C2TTkH_UsAEu-oB.jpg,,,,,,,[],,,,
821008617746747393,821008617746747393,2017-01-16 14:58:02 UTC,2017-01-16,14:58:02,+0000,307648857,2jiiro_7star7,七星なな,,人気ゲーム『セブンスドラゴン2020』より、“カタナコ”こと「サムライ (刀子)」がバトル中のダメージ姿でフィギュア化！ | なな情報局  https://t.co/90Wa7GaTAq #2jiiro  https://t.co/LIEwurirAo,ja,[],['http://blog.2ji-iro.jp/archives/111303'],['https://pbs.twimg.com/media/C2TO_IZVQAEaR7d.jpg'],0,0,1,['2jiiro'],[],https://twitter.com/2jiiro_7star7/status/821008617746747393,False,,1,https://pbs.twimg.com/media/C2TO_IZVQAEaR7d.jpg,,,,,,,[],,,,
821003080787316736,821003080787316736,2017-01-16 14:36:02 UTC,2017-01-16,14:36:02,+0000,307648857,2jiiro_7star7,七星なな,,3種類の「ザク」の頭部を徹底再現！ ガシャポン「機動戦士ガンダム EXCEED MODEL ZAKU HEAD」2月発売 | なな情報局  https://t.co/opsjaO0yKr #2jiiro  https://t.co/T37JreIcOt,ja,[],['http://blog.2ji-iro.jp/archives/111351'],['https://pbs.twimg.com/media/C2TJ8yfVIAI5b_D.jpg'],0,0,1,['2jiiro'],[],https://twitter.com/2jiiro_7star7/status/821003080787316736,False,,1,https://pbs.twimg.com/media/C2TJ8yfVIAI5b_D.jpg,,,,,,,[],,,,
820998552276979715,820998552276979715,2017-01-16 14:18:02 UTC,2017-01-16,14:18:02,+0000,307648857,2jiiro_7star7,七星なな,,【ラブライブ！】クール＆セクシーなエリチ！ μ’s「絢瀬絵里」がスクフェス“カフェメイド編”の衣装でフィギュア化 | なな情報局  https://t.co/7LdWPch8wr #2jiiro  https://t.co/rgRm790IpN,ja,[],['http://blog.2ji-iro.jp/archives/111177'],['https://pbs.twimg.com/media/C2TF1PWUUAAWGQk.jpg'],0,2,11,['2jiiro'],[],https://twitter.com/2jiiro_7star7/status/820998552276979715,False,,1,https://pbs.twimg.com/media/C2TF1PWUUAAWGQk.jpg,,,,,,,[],,,,
820992760471654400,820992760471654400,2017-01-16 13:55:02 UTC,2017-01-16,13:55:02,+0000,307648857,2jiiro_7star7,七星なな,,『金色のガッシュベル!!』より、善の心を持つ魔物の子「キャンチョメ」とイケメンタフガイ「パルコ・フォルゴレ」がセットでフィギュア化！ | なな情報局  https://t.co/U8cBodLyo3 #2jiiro  https://t.co/ZQAZKAXOxp,ja,[],['http://blog.2ji-iro.jp/archives/111300'],['https://pbs.twimg.com/media/C2TAkHnUkAEXh7i.jpg'],0,7,6,['2jiiro'],[],https://twitter.com/2jiiro_7star7/status/820992760471654400,False,,1,https://pbs.twimg.com/media/C2TAkHnUkAEXh7i.jpg,,,,,,,[],,,,
820988737467215873,820988737467215873,2017-01-16 13:39:02 UTC,2017-01-16,13:39:02,+0000,307648857,2jiiro_7star7,七星なな,,【なな百科：キャラクター紹介】『中二病でも恋がしたい！』丹生谷森夏（にぶたに しんか） | なな情報局  https://t.co/Y1rq6VFho8 #2jiiro  https://t.co/9oSqekvEgu,ja,[],['http://blog.2ji-iro.jp/archives/110091'],['https://pbs.twimg.com/media/C2S855VUoAAZdjX.jpg'],0,1,3,['2jiiro'],[],https://twitter.com/2jiiro_7star7/status/820988737467215873,False,,1,https://pbs.twimg.com/media/C2S855VUoAAZdjX.jpg,,,,,,,[],,,,
820982698713825281,820982698713825281,2017-01-16 13:15:03 UTC,2017-01-16,13:15:03,+0000,307648857,2jiiro_7star7,七星なな,,【To LOVEる-とらぶる- ダークネス】浴衣ハーレムに「結城美柑」が参戦！ 胸が見えちゃいそうな姿でフィギュア化 | なな情報局  https://t.co/CpwKAjStJw #2jiiro  https://t.co/Uk6Ovtu4VX,ja,[],['http://blog.2ji-iro.jp/archives/111181'],['https://pbs.twimg.com/media/C2S3aaIVEAEgCbe.jpg'],0,0,6,['2jiiro'],[],https://twitter.com/2jiiro_7star7/status/820982698713825281,False,,1,https://pbs.twimg.com/media/C2S3aaIVEAEgCbe.jpg,,,,,,,[],,,,
820978417491275784,820978417491275784,2017-01-16 12:58:02 UTC,2017-01-16,12:58:02,+0000,307648857,2jiiro_7star7,七星なな,,【艦隊これくしょん -艦これ-】こだわりの手袋に注目！ ボクっ娘の防空駆逐艦「初月」がねんどろいど化 | なな情報局  https://t.co/5WndeymiAP #2jiiro  https://t.co/UAVVk7Br7k,ja,[],['http://blog.2ji-iro.jp/archives/111368'],['https://pbs.twimg.com/media/C2SzhP2UcAEUC13.jpg'],0,0,2,['2jiiro'],[],https://twitter.com/2jiiro_7star7/status/820978417491275784,False,,1,https://pbs.twimg.com/media/C2SzhP2UcAEUC13.jpg,,,,,,,[],,,,
820972881177739264,820972881177739264,2017-01-16 12:36:02 UTC,2017-01-16,12:36:02,+0000,307648857,2jiiro_7star7,七星なな,,【ラブライブ！サンシャイン!!】最高のバースデープレゼント！ Aqours「国木田花丸」のキャラデコバースデーケーキが予約受付開始 | なな情報局  https://t.co/5UBtRospRn #2jiiro  https://t.co/zskBS3DdMH,ja,[],['http://blog.2ji-iro.jp/archives/111171'],['https://pbs.twimg.com/media/C2Sue-oVEAAXTMD.jpg'],0,1,0,['2jiiro'],[],https://twitter.com/2jiiro_7star7/status/820972881177739264,False,,1,https://pbs.twimg.com/media/C2Sue-oVEAAXTMD.jpg,,,,,,,[],,,,
820968352315097088,820968352315097088,2017-01-16 12:18:02 UTC,2017-01-16,12:18:02,+0000,307648857,2jiiro_7star7,七星なな,,百合好き必見！ コーエーテクモの人気アクションRPG『よるのないくに』より、半妖の主人公「アーナス」がフィギュア化 | なな情報局  https://t.co/TcyQep1d6L #2jiiro  https://t.co/ugWUJsNeA4,ja,[],['http://blog.2ji-iro.jp/archives/111183'],['https://pbs.twimg.com/media/C2SqXXgVIAAg0Ry.jpg'],0,5,6,['2jiiro'],[],https://twitter.com/2jiiro_7star7/status/820968352315097088,False,,1,https://pbs.twimg.com/media/C2SqXXgVIAAg0Ry.jpg,,,,,,,[],,,,
