id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1400733501322711041,1400733501322711041,2021-06-04 08:37:45 UTC,2021-06-04,08:37:45,+0000,380158244,eigadorobo,映画泥棒（ことカメラ男）,,|◎|≫ （「#ワイルドスピード」のファミリーの皆さまも映画館に帰ってこられます。皆さまも、ぜひ映画館にお越し下さいませ。 #映画館に行こう）  https://t.co/FQ7thnvUNZ,ja,[],['https://twitter.com/WildSpeed_jp/status/1400648504783953922'],[],0,25,89,"['ワイルドスピード', '映画館に行こう']",[],https://twitter.com/eigadorobo/status/1400733501322711041,False,https://twitter.com/WildSpeed_jp/status/1400648504783953922,0,,,,,,,,[],,,,
1399954378799210501,1399954378799210501,2021-06-02 05:01:48 UTC,2021-06-02,05:01:48,+0000,380158244,eigadorobo,映画泥棒（ことカメラ男）,,|◎|≫ .｡oO（ご紹介いただきありがとうございます #映画館に行こう #NOMORE映画館休業）  “映画泥棒”　東京、大阪で制限付き映画館再開に喜びツイート「私もホッとしました」― スポニチ Sponichi Annex 芸能  https://t.co/7p9ihr0n8A,ja,[],['https://www.sponichi.co.jp/entertainment/news/2021/05/31/kiji/20210531s00041000565000c.html'],[],2,37,156,"['映画館に行こう', 'nomore映画館休業']",[],https://twitter.com/eigadorobo/status/1399954378799210501,False,,0,,,,,,,,[],,,,
1399297734713122819,1399297732947283968,2021-05-31 09:32:32 UTC,2021-05-31,09:32:32,+0000,380158244,eigadorobo,映画泥棒（ことカメラ男）,,|◎|≫ （完全でないとは言え、映画館が再開して私もホッとしました。これで私も商売再開❗……という誘惑に負けないよう頑張ります。皆さま、たくさんの応援を頂きありがとうございました。また、映画館でお会いしましょう。 #NOMORE映画館休業 #映画館に行こう）,ja,[],[],[],0,361,1220,"['nomore映画館休業', '映画館に行こう']",[],https://twitter.com/eigadorobo/status/1399297734713122819,False,,0,,,,,,,,[],,,,
1399297732947283968,1399297732947283968,2021-05-31 09:32:31 UTC,2021-05-31,09:32:31,+0000,380158244,eigadorobo,映画泥棒（ことカメラ男）,,|◎|≫ （本日、緊急事態宣言及び緊急事態措置の変更に対して、映連、全興連、SAVE the CINEMAが、「声明文」を発表致しました。皆さま、ぜひご覧くださいませ👉 https://t.co/LHF6UVnlIE #NOMORE映画館休業 #映画館に行こう）  https://t.co/I6OA9fvFLe,ja,[],['http://eiren.org/img/statement210531.pdf'],['https://pbs.twimg.com/media/E2tNLXTUYAA9xc0.jpg'],11,1870,5021,"['nomore映画館休業', '映画館に行こう']",[],https://twitter.com/eigadorobo/status/1399297732947283968,False,,1,https://pbs.twimg.com/media/E2tNLXTUYAA9xc0.jpg,,,,,,,[],,,,
1398923371270705154,1397494601930317836,2021-05-30 08:44:57 UTC,2021-05-30,08:44:57,+0000,380158244,eigadorobo,映画泥棒（ことカメラ男）,,@sudaofficial |◎|≫ .｡oO（菅田さま　ご支援ありがとうございました‼️）,ja,[],[],[],0,4,41,[],[],https://twitter.com/eigadorobo/status/1398923371270705154,False,,0,,,,,,,,"[{'screen_name': 'sudaofficial', 'name': '菅田将暉', 'id': '3270559442'}]",,,,
1398923021667094528,1397523602107363333,2021-05-30 08:43:33 UTC,2021-05-30,08:43:33,+0000,380158244,eigadorobo,映画泥棒（ことカメラ男）,,@MToriofficial |◎|≫ .｡oO（松坂さま　ご支援ありがとうございました。カメラレンズが曇りました😂）,ja,[],[],[],0,3,44,[],[],https://twitter.com/eigadorobo/status/1398923021667094528,False,,0,,,,,,,,"[{'screen_name': 'MToriofficial', 'name': '松坂桃李', 'id': '3314666576'}]",,,,
1397360526364008452,1397360526364008452,2021-05-26 01:14:45 UTC,2021-05-26,01:14:45,+0000,380158244,eigadorobo,映画泥棒（ことカメラ男）,,|◎|≫ .｡oO（皆さま、私のような罪深き男の発信した情報を沢山拡散いただき、誠にありがとうございます。応援のコメントも感謝感激でございます。 #NOMORE映画館休業 まだまだ盛り上げていければと思います。どうぞよろしくお願い致します🙇‍♂️）,ja,[],[],[],7,973,2048,['nomore映画館休業'],[],https://twitter.com/eigadorobo/status/1397360526364008452,False,https://twitter.com/eigadorobo/status/1396806789379747850,0,,,,,,,,[],,,,
1396806789379747850,1396806789379747850,2021-05-24 12:34:24 UTC,2021-05-24,12:34:24,+0000,380158244,eigadorobo,映画泥棒（ことカメラ男）,,|◎|≫ （映画館再開の要望について、映連が「声明文」を発表致しました。映画館の休業が続くと私も商売あがったりでございます。ぜひ、皆さまにもご一読の上、拡散にご協力いただけますと幸いです。よろしくお願い致します👉 https://t.co/LixcKXcHoQ #NOMORE映画館休業）  https://t.co/4Pb04XJcxJ,ja,[],['http://www.eiren.org/img/statement210525.pdf'],['https://pbs.twimg.com/media/E2J0OL1VgAEIVqU.jpg'],225,44678,77361,['nomore映画館休業'],[],https://twitter.com/eigadorobo/status/1396806789379747850,False,,1,https://pbs.twimg.com/media/E2J0OL1VgAEIVqU.jpg,,,,,,,[],,,,
1380052794132951040,1380052794132951040,2021-04-08 07:00:00 UTC,2021-04-08,07:00:00,+0000,380158244,eigadorobo,映画泥棒（ことカメラ男）,,|◎|≫（「NO MORE映画泥棒」がドン・キホーテさんと初コラボ👏　Tシャツやアロハシャツ上下と、バリエーション豊富な展開です☆　 男女問わず着られますのでぜひチェックを‼※4/10（土）午前10時より店頭発売のため、在庫に関してはリンク先の各店舗にお問い合わせ下さい👉 https://t.co/6MPM9fPbhq）  https://t.co/xikmkbvZ9q,ja,[],['https://www.ppihgroup.com/products/eigadorobo_sl/'],['https://pbs.twimg.com/media/EyVjA3zUUAARZYU.jpg'],1,164,268,[],[],https://twitter.com/eigadorobo/status/1380052794132951040,False,,1,https://pbs.twimg.com/media/EyVjA3zUUAARZYU.jpg,,,,,,,[],,,,
1379630009850023937,1379630009850023937,2021-04-07 03:00:01 UTC,2021-04-07,03:00:01,+0000,380158244,eigadorobo,映画泥棒（ことカメラ男）,,|◎|≫ （「NO MORE映画泥棒」スイングEX、ただ今好評発売中❗  「📹カメラ男」「🚨パトランプ男」「🍿ポップコーン男」「🥤ジュース男」のかわいいスイングは全国のガシャポン設置店舗で展開中でございます♪　詳しくはこちらをご覧下さいませ👉  https://t.co/5rF2E8rqfm）#映画泥棒 #カメラ男  https://t.co/b7d9jkC4iY,ja,[],['https://gashapon.jp/products/detail.html?jan_code=4549660592310000'],['https://pbs.twimg.com/media/EyVgsNNU8AE6h6k.jpg'],2,192,405,"['映画泥棒', 'カメラ男']",[],https://twitter.com/eigadorobo/status/1379630009850023937,False,,1,https://pbs.twimg.com/media/EyVgsNNU8AE6h6k.jpg,,,,,,,[],,,,
1333618088487489536,1333618088487489536,2020-12-01 03:45:04 UTC,2020-12-01,03:45:04,+0000,380158244,eigadorobo,映画泥棒（ことカメラ男）,,|◎|≫ （『NO MORE映画泥棒』×MMORPG『アヴァベルオンライン』コラボ開催中！  「カメラ男」たちになりきれるアバターやエモーションが登場！　お馴染みの“あの動き”でCMを再現して楽しめます。コラボ限定アバターを条件達成でプレゼント中です。  https://t.co/oASLMQoTvx）  #映画泥棒 #アヴァベル  https://t.co/9PaoMFMfJz,ja,[],['https://asobimo.onelink.me/LmGJ/b6469e73'],"['https://pbs.twimg.com/media/EoH2HRIUYAEFa1w.jpg', 'https://pbs.twimg.com/media/EoH2HReVEAEfWt1.png']",1,132,245,"['映画泥棒', 'アヴァベル']",[],https://twitter.com/eigadorobo/status/1333618088487489536,False,,1,https://pbs.twimg.com/media/EoH2HRIUYAEFa1w.jpg,,,,,,,[],,,,
1311467271009705984,1311467271009705984,2020-10-01 00:45:37 UTC,2020-10-01,00:45:37,+0000,380158244,eigadorobo,映画泥棒（ことカメラ男）,,|◎|≫ .｡oO（私たちがPRのお手伝いをさせていただいている「#映画館に行こう！」公式サイトがリニューアルしました。ぜひ、ご覧下さいませ👉 https://t.co/1DWgTHr8qg）#映画泥棒 📹#カメラ男 🚨#パトランプ男  https://t.co/6nL5wAKEN8,ja,[],['https://eigakan.org/'],['https://pbs.twimg.com/media/EjNEV36UYAAxV7F.jpg'],2,120,276,"['映画館に行こう', '映画泥棒', 'カメラ男', 'パトランプ男']",[],https://twitter.com/eigadorobo/status/1311467271009705984,False,,1,https://pbs.twimg.com/media/EjNEV36UYAAxV7F.jpg,,,,,,,[],,,,
1283987531722190848,1283987531722190848,2020-07-17 04:50:57 UTC,2020-07-17,04:50:57,+0000,380158244,eigadorobo,映画泥棒（ことカメラ男）,,|◎|≫ .｡oO（Twitter界隈でその名を知らぬ者はいないと言われるキングジム様、私めの動画をご紹介いただき恐悦至極に存じます）,ja,[],[],[],0,44,224,[],[],https://twitter.com/eigadorobo/status/1283987531722190848,False,https://twitter.com/kingjim/status/1283967224667992064,0,,,,,,,,[],,,,
1283977548083408898,1283977548083408898,2020-07-17 04:11:17 UTC,2020-07-17,04:11:17,+0000,380158244,eigadorobo,映画泥棒（ことカメラ男）,,|◎|≫ .｡oO（この度もお世話になりまして、心より御礼申し上げます。私が真っ当な #カメラ男 になれるその日まで、末永いお付き合いをよろしくお願い致します）,ja,[],[],[],1,77,243,['カメラ男'],[],https://twitter.com/eigadorobo/status/1283977548083408898,False,https://twitter.com/yakumomomo/status/1283925087058448385,0,,,,,,,,[],,,,
